S0,S1,S2,S3,T1,T2,T3,time_fs
0.8754960841704523,0.12441083745404649,6.364480602515318e-06,4.189492638225032e-07,2.8543535429816902e-05,5.7710032473140565e-05,4.137774245763976e-08,73.5
0.8750941792917055,0.12480744838828518,4.445596504264057e-06,7.173010006582451e-07,2.8584119844783256e-05,6.459715213481902e-05,2.8150506542806416e-08,74.0
0.8754818444069148,0.12441911198594235,1.1595949958026167e-06,8.029804980244188e-07,2.7205589748663205e-05,6.983443518571354e-05,4.100671579250875e-08,74.5
0.8761202530132076,0.12377421032707085,7.162348197933622e-06,4.853570864820593e-07,2.446563249189916e-05,7.337313655294468e-05,5.018534202308537e-08,75.0
0.8704779164880778,0.12941992979202707,8.051336640403948e-06,5.6349400363556e-07,2.166830848639711e-05,7.181123819862784e-05,5.934258730755178e-08,75.5
0.8642024542525881,0.13570191386695474,6.845860067995649e-06,1.3792232659979518e-06,1.8859475355970475e-05,6.848279515010646e-05,6.452663760251467e-08,76.0
0.8573499264456236,0.14255581263370293,1.249267626670298e-05,2.5909420457134114e-06,1.575795282937229e-05,6.3351642814499e-05,6.770670844153715e-08,76.5
0.8503485204082065,0.14956394480628446,1.2766013844022296e-05,3.793139226687989e-06,1.3670238061515572e-05,5.7232180017011053e-05,7.321431864819449e-08,77.0
0.8432538555551148,0.15665644856627842,2.0233292820735728e-05,5.2184659240714165e-06,1.2344038564198158e-05,5.181528894567187e-05,8.479237987702412e-08,77.5
0.8361812683948355,0.16371778867785033,3.460296292559201e-05,6.363042608870889e-06,1.1758233434044147e-05,4.811709997668117e-05,1.0158836004092078e-07,78.0
0.8289632901234909,0.17090729983416333,6.514026871246996e-05,6.579939337148554e-06,1.1680892189269524e-05,4.589287545702193e-05,1.1606667259521166e-07,78.5
0.8213858382837373,0.17842779618908938,0.0001229399217431875,6.952343765628563e-06,1.2101526787403509e-05,4.425718623342467e-05,1.1454862431153971e-07,79.0
0.8141042190264357,0.1856326654081638,0.00019260745292878445,1.5358278382075873e-05,1.2374951173927452e-05,4.265754075796717e-05,1.1734215470174297e-07,79.5
0.8059944507795657,0.19371703823689007,0.0002277209060636226,6.585973524820563e-06,1.2445362167894225e-05,4.167106135404291e-05,8.768040304328291e-08,80.0
0.7938780793155295,0.20588588420762632,0.00018039455699312204,1.5208086899815295e-06,1.2799121592392681e-05,4.124535576198982e-05,7.663384162547568e-08,80.5
0.7786817939505455,0.2211765789956919,8.683902683562575e-05,4.77787585850644e-07,1.3723915627184372e-05,4.0527774070410065e-05,5.8549648398949665e-08,81.0
0.7735076786650436,0.2263884459130323,4.952748569066141e-05,2.6655259787909e-07,1.4785200196498295e-05,3.925908891813283e-05,3.7094531151436066e-08,81.5
0.7785173011273423,0.2212934808200257,0.00013694460377620322,2.838597451137246e-07,1.500536281937273e-05,3.6963549505616565e-05,2.067678901798368e-08,82.0
0.7856587497407519,0.21395670368560563,0.00033683087724288693,2.6902402525471795e-07,1.410476690522228e-05,3.332210983637701e-05,1.9795693283667458e-08,82.5
0.7957281759531825,0.20367320301893338,0.0005564665089647027,3.1716716737299807e-07,1.3072676641427318e-05,2.8733628491025835e-05,3.1046618763350086e-08,83.0
0.8119797302386565,0.18730881716211717,0.0006741913945982578,3.559201681907702e-07,1.2774558058483263e-05,2.409777145074728e-05,3.295491335242329e-08,83.5
0.8271906262288831,0.17213034682422512,0.000645634218262051,3.663232550179063e-07,1.2673062703380938e-05,2.0322534030317945e-05,3.08086344955716e-08,84.0
0.8354283656810279,0.16401551727777594,0.0005260225666579711,5.561382172857568e-07,1.1777097431461215e-05,1.7733567456742255e-05,2.7671406734690855e-08,84.5
0.837761030261107,0.16180601758019172,0.0004057575244663902,8.897642178079158e-07,1.0224351676908896e-05,1.6056952778426613e-05,2.3565509892542287e-08,85.0
0.8358025274459971,0.16384177111360496,0.00033044563670447204,1.4555044207116847e-06,9.011563463553667e-06,1.476910271974873e-05,1.963309535939241e-08,85.5
0.8297811802891566,0.16990961639805974,0.0002849093266794993,2.1874060499069404e-06,8.570715675446695e-06,1.3470215925912295e-05,6.564846984147507e-08,86.0
0.8194777434545967,0.18027699315815193,0.0002215761578325296,3.022625665857659e-06,8.487553943378591e-06,1.2120430849124362e-05,5.6618964443144074e-08,86.5
0.8066747613282634,0.19316597020947243,0.00013701121716924565,3.612692241950518e-06,7.575554011735804e-06,1.1012641757971572e-05,5.635713446358054e-08,87.0
0.7953477531684019,0.20457808583102843,5.336865032226209e-05,3.617685511494612e-06,6.7212224872950055e-06,1.040840227470501e-05,4.504000419805827e-08,87.5
